['filename', 'com.google.Tocom.google.', 'com.google.Toxml.', 'com.google.Toapache.', 'com.google.Tojavax.', 'com.google.Tojava.', 'com.google.Toandroid.', 'com.google.Tojson.', 'com.google.Todom.', 'com.google.Toselfdefined', 'com.google.Toobfuscated', 'xml.Tocom.google.', 'xml.Toxml.', 'xml.Toapache.', 'xml.Tojavax.', 'xml.Tojava.', 'xml.Toandroid.', 'xml.Tojson.', 'xml.Todom.', 'xml.Toselfdefined', 'xml.Toobfuscated', 'apache.Tocom.google.', 'apache.Toxml.', 'apache.Toapache.', 'apache.Tojavax.', 'apache.Tojava.', 'apache.Toandroid.', 'apache.Tojson.', 'apache.Todom.', 'apache.Toselfdefined', 'apache.Toobfuscated', 'javax.Tocom.google.', 'javax.Toxml.', 'javax.Toapache.', 'javax.Tojavax.', 'javax.Tojava.', 'javax.Toandroid.', 'javax.Tojson.', 'javax.Todom.', 'javax.Toselfdefined', 'javax.Toobfuscated', 'java.Tocom.google.', 'java.Toxml.', 'java.Toapache.', 'java.Tojavax.', 'java.Tojava.', 'java.Toandroid.', 'java.Tojson.', 'java.Todom.', 'java.Toselfdefined', 'java.Toobfuscated', 'android.Tocom.google.', 'android.Toxml.', 'android.Toapache.', 'android.Tojavax.', 'android.Tojava.', 'android.Toandroid.', 'android.Tojson.', 'android.Todom.', 'android.Toselfdefined', 'android.Toobfuscated', 'json.Tocom.google.', 'json.Toxml.', 'json.Toapache.', 'json.Tojavax.', 'json.Tojava.', 'json.Toandroid.', 'json.Tojson.', 'json.Todom.', 'json.Toselfdefined', 'json.Toobfuscated', 'dom.Tocom.google.', 'dom.Toxml.', 'dom.Toapache.', 'dom.Tojavax.', 'dom.Tojava.', 'dom.Toandroid.', 'dom.Tojson.', 'dom.Todom.', 'dom.Toselfdefined', 'dom.Toobfuscated', 'selfdefinedTocom.google.', 'selfdefinedToxml.', 'selfdefinedToapache.', 'selfdefinedTojavax.', 'selfdefinedTojava.', 'selfdefinedToandroid.', 'selfdefinedTojson.', 'selfdefinedTodom.', 'selfdefinedToselfdefined', 'selfdefinedToobfuscated', 'obfuscatedTocom.google.', 'obfuscatedToxml.', 'obfuscatedToapache.', 'obfuscatedTojavax.', 'obfuscatedTojava.', 'obfuscatedToandroid.', 'obfuscatedTojson.', 'obfuscatedTodom.', 'obfuscatedToselfdefined', 'obfuscatedToobfuscated']
['0158362CCA22405D835301685D239996896C45EA12B8A5D6C14E46A67C403609.apk.txt', 0.42579642579642579, 0.0, 0.0, 0.0, 0.31468531468531469, 0.18337218337218336, 0.0, 0.0, 0.0, 0.076146076146076144, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.60411311053984573, 0.32904884318766064, 0.0, 0.0, 0.0, 0.066838046272493568, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.38179347826086957, 0.28804347826086957, 0.0, 0.0, 0.31114130434782611, 0.019021739130434784, 0.10144927536231885, 0.0, 0.0, 0.0, 0.033816425120772944, 0.43961352657004832, 0.0, 0.0, 0.35265700483091789, 0.072463768115942032]
['01F3D60DD5F0CDDE2604A8396A429D2064E3E1ACD445E227EBC30CB83D8B2456.apk.txt', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.43689320388349512, 0.47572815533980584, 0.0, 0.0, 0.0, 0.087378640776699032, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00129366106080207, 0.2276843467011643, 0.31694695989650712, 0.0, 0.0, 0.34282018111254853, 0.11125485122897801, 0.0, 0.0, 0.0, 0.0, 0.0, 0.47940074906367042, 0.0, 0.0, 0.4606741573033708, 0.059925093632958802]
['01AEC95930533E6106B99B279D8B17CF410B3EB6930210AF80D2C63D5C9353F6.apk.txt', 0.42499999999999999, 0.0, 0.0, 0.0, 0.32628205128205129, 0.17499999999999999, 0.0, 0.0, 0.0025641025641025641, 0.071153846153846151, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98340248962655596, 0.0, 0.0, 0.0, 0.0, 0.016597510373443983, 0.0, 0.0, 0.0, 0.0, 0.73706896551724133, 0.22270114942528735, 0.0, 0.0, 0.0, 0.040229885057471264, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.034561460710792302, 0.0, 0.0, 0.010759700032605152, 0.32670361917182916, 0.25627649168568634, 0.0, 0.0, 0.33941962830127159, 0.032279100097815455, 0.11504424778761062, 0.0, 0.0, 0.0, 0.030973451327433628, 0.34955752212389379, 0.0, 0.0, 0.41592920353982299, 0.088495575221238937]
['005C93DFF4975CA785B805363AF1D8C84D3D8E0F6826E1E20C859F428F3E7601.apk.txt', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.023255813953488372, 0.97674418604651159, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9988962472406181, 0.0, 0.0, 0.0, 0.0, 0.0011037527593818985, 0.0, 0.0, 0.0, 0.0, 0.63293650793650791, 0.30952380952380953, 0.0, 0.0, 0.0, 0.057539682539682536, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0073168947098851246, 0.3356991292895295, 0.29201726787151533, 0.0, 0.0, 0.26245701324357945, 0.1025096948854906, 0.0, 0.0, 0.0, 0.0, 0.008948545861297539, 0.33557046979865773, 0.0, 0.0, 0.55257270693512306, 0.1029082774049217]
['01C81E3C7A2D24694C36DC2BE49FC2ADEDD90FD77EB1CA9C485C8A67A14C6ED0.apk.txt', 0.4499693063228975, 0.0, 0.0, 0.0, 0.30386740331491713, 0.18170656844689995, 0.0, 0.0, 0.0, 0.064456721915285453, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99768518518518523, 0.0, 0.0, 0.0, 0.0, 0.0023148148148148147, 0.0, 0.0, 0.0, 0.0, 0.48849557522123893, 0.41238938053097346, 0.0, 0.0, 0.0, 0.099115044247787609, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0010903143739778303, 0.0, 0.0, 0.00054515718698891513, 0.19135017263310922, 0.16718153734326732, 0.0, 0.0, 0.49373069234962746, 0.14610212611302925, 0.19979296066252589, 0.0, 0.0, 0.0, 0.080745341614906832, 0.27950310559006208, 0.0, 0.0, 0.2939958592132505, 0.14596273291925466]
['00F77AC99701507394F45550E7BEDDD0C22A393642E2E034BD675EF2871B77DC.apk.txt', 0.41871267418712677, 0.0, 0.0, 0.0, 0.31851360318513605, 0.19110816191108163, 0.0, 0.0, 0.0026542800265428003, 0.069011280690112808, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.61648911533117179, 0.30847614636405746, 0.0, 0.0, 0.0050949513663733209, 0.069939786938397405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00056850483229107444, 0.41273450824332009, 0.34565093803297325, 0.0, 0.0, 0.21034678794769757, 0.030699260943718023, 0.18617021276595744, 0.0, 0.0, 0.0, 0.047872340425531915, 0.40957446808510639, 0.0, 0.0, 0.26063829787234044, 0.095744680851063829]
['0186B340B6B5C6DC2B2B20993A6D086C5F905F0688C8207207AAFA7C55E6FB5E.apk.txt', 0.44205298013245031, 0.0, 0.0, 0.0, 0.32064017660044153, 0.17108167770419427, 0.0, 0.0, 0.0022075055187637969, 0.064017660044150104, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.49851632047477745, 0.40356083086053413, 0.0, 0.0, 0.0, 0.097922848664688422, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.082758620689655171, 0.0, 0.0, 0.0, 0.34827586206896549, 0.49655172413793103, 0.0, 0.0, 0.048275862068965517, 0.024137931034482758, 0.40096618357487923, 0.0, 0.0, 0.0, 0.096618357487922704, 0.3188405797101449, 0.0, 0.0, 0.096618357487922704, 0.086956521739130432]
['011A9C5DC400B9BA8C6971B81DCBAD6785B25B7E300A1B583BCBC4997B5255C9.apk.txt', 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.40277777777777779, 0.53703703703703709, 0.0, 0.0, 0.0, 0.060185185185185182, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.41839378238341968, 0.19170984455958548, 0.0, 0.0, 0.3549222797927461, 0.034974093264248704, 0.0, 0.0, 0.0, 0.0, 0.0, 0.46666666666666667, 0.0, 0.0, 0.48333333333333334, 0.050000000000000003]
['00858054CC1F09BF47425AB6F77DCFD186C503B5303042922FE85513A4B299ED.apk.txt', 0.45589798087141337, 0.0, 0.0, 0.0, 0.31030818278427202, 0.16153028692879914, 0.0, 0.0, 0.0021253985122210413, 0.070138150903294366, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040000000000000001, 0.95999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.60886644219977548, 0.35016835016835018, 0.0, 0.0, 0.0, 0.040965207631874299, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.041848617176128096, 0.0, 0.0, 0.0041848617176128092, 0.23253275109170304, 0.32296215429403202, 0.0, 0.0, 0.26328238719068414, 0.13518922852983989, 0.24644549763033174, 0.0, 0.0, 0.0, 0.11492890995260663, 0.32345971563981041, 0.0, 0.0, 0.27014218009478674, 0.045023696682464455]
['004395E229403167E67E73FC59116EA161FEF96858E61E78F2656BD6B784C37D.apk.txt', 0.44005102040816324, 0.0, 0.0, 0.0, 0.31377551020408162, 0.17857142857142858, 0.0, 0.0, 0.00063775510204081628, 0.066964285714285712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.51708766716196142, 0.38484398216939081, 0.0, 0.0, 0.0, 0.098068350668647844, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.00062166962699822378, 0.0, 0.0, 8.8809946714031967e-05, 0.2808170515097691, 0.22166962699822379, 0.0, 0.0, 0.42042628774422736, 0.076376554174067496, 0.07725788900979326, 0.0, 0.0, 0.0, 0.020674646354733407, 0.3982589771490751, 0.0, 0.0, 0.37867247007616978, 0.12513601741022851]
