['filename', 'com.google.Tocom.google.', 'com.google.Toxml.', 'com.google.Toapache.', 'com.google.Tojavax.', 'com.google.Tojava.', 'com.google.Toandroid.', 'com.google.Tojson.', 'com.google.Todom.', 'com.google.Toselfdefined', 'com.google.Toobfuscated', 'xml.Tocom.google.', 'xml.Toxml.', 'xml.Toapache.', 'xml.Tojavax.', 'xml.Tojava.', 'xml.Toandroid.', 'xml.Tojson.', 'xml.Todom.', 'xml.Toselfdefined', 'xml.Toobfuscated', 'apache.Tocom.google.', 'apache.Toxml.', 'apache.Toapache.', 'apache.Tojavax.', 'apache.Tojava.', 'apache.Toandroid.', 'apache.Tojson.', 'apache.Todom.', 'apache.Toselfdefined', 'apache.Toobfuscated', 'javax.Tocom.google.', 'javax.Toxml.', 'javax.Toapache.', 'javax.Tojavax.', 'javax.Tojava.', 'javax.Toandroid.', 'javax.Tojson.', 'javax.Todom.', 'javax.Toselfdefined', 'javax.Toobfuscated', 'java.Tocom.google.', 'java.Toxml.', 'java.Toapache.', 'java.Tojavax.', 'java.Tojava.', 'java.Toandroid.', 'java.Tojson.', 'java.Todom.', 'java.Toselfdefined', 'java.Toobfuscated', 'android.Tocom.google.', 'android.Toxml.', 'android.Toapache.', 'android.Tojavax.', 'android.Tojava.', 'android.Toandroid.', 'android.Tojson.', 'android.Todom.', 'android.Toselfdefined', 'android.Toobfuscated', 'json.Tocom.google.', 'json.Toxml.', 'json.Toapache.', 'json.Tojavax.', 'json.Tojava.', 'json.Toandroid.', 'json.Tojson.', 'json.Todom.', 'json.Toselfdefined', 'json.Toobfuscated', 'dom.Tocom.google.', 'dom.Toxml.', 'dom.Toapache.', 'dom.Tojavax.', 'dom.Tojava.', 'dom.Toandroid.', 'dom.Tojson.', 'dom.Todom.', 'dom.Toselfdefined', 'dom.Toobfuscated', 'selfdefinedTocom.google.', 'selfdefinedToxml.', 'selfdefinedToapache.', 'selfdefinedTojavax.', 'selfdefinedTojava.', 'selfdefinedToandroid.', 'selfdefinedTojson.', 'selfdefinedTodom.', 'selfdefinedToselfdefined', 'selfdefinedToobfuscated', 'obfuscatedTocom.google.', 'obfuscatedToxml.', 'obfuscatedToapache.', 'obfuscatedTojavax.', 'obfuscatedTojava.', 'obfuscatedToandroid.', 'obfuscatedTojson.', 'obfuscatedTodom.', 'obfuscatedToselfdefined', 'obfuscatedToobfuscated']
['46768C34CDD668412B4FC7750CF5C583876F70707E08CD4C65D9D7A58AE1CE30.apk.txt', 0.52770843734398398, 0.0, 0.0, 0.0022466300549176237, 0.25287069395906142, 0.13704443334997504, 0.0, 0.0, 0.021467798302546182, 0.058662006989515729, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98978288633461042, 0.0, 0.0, 0.0, 0.0, 0.010217113665389528, 0.0, 0.0, 0.0, 0.0, 0.75773889636608349, 0.21265141318977121, 0.0, 0.0, 0.0, 0.029609690444145357, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1111111111111111, 0.0, 0.0, 0.0, 0.48717948717948717, 0.30769230769230771, 0.0, 0.0, 0.085470085470085472, 0.0085470085470085479, 0.42578125, 0.0, 0.0, 0.0, 0.10546875, 0.22265625, 0.0, 0.0, 0.06640625, 0.1796875]
['1CD49FCF74FA22C42B30D524F400E55D7E72280E3286E4155B7D30ACDAD4C4B8.apk.txt', 0.54538897475528081, 0.0, 0.0, 0.0018547140649149924, 0.19917568263781557, 0.15167439464193713, 0.0, 0.0, 0.0381246780010304, 0.063781555899021125, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98793565683646112, 0.0, 0.0, 0.0, 0.0, 0.012064343163538873, 0.0, 0.0, 0.0, 0.0, 0.55084745762711862, 0.3940677966101695, 0.0, 0.0, 0.0, 0.055084745762711863, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.23206211074140431, 0.0, 0.0, 0.0031567272417029266, 0.18667349202286496, 0.24605409094787134, 0.0, 0.0, 0.28640900947018172, 0.045644569575974743, 0.17953488372093024, 0.0, 0.0, 0.0, 0.060465116279069767, 0.32186046511627908, 0.0, 0.0, 0.26976744186046514, 0.16837209302325581]
['745FFDF1C62EEA144D5348A0D98FC266049C4976E40D87D5CB4032036D98C50F.apk.txt', 0.34786992689689944, 0.0, 0.0, 0.018653894630703303, 0.28132089740357952, 0.25913788757247291, 0.0, 0.0, 0.039324426518779931, 0.053692966977564913, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.13725964445519409, 0.0, 0.0, 0.13326883540936027, 0.32301366549764182, 0.20981980892490024, 0.0, 0.0, 0.074736969403797315, 0.12190107630910631, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.57606071058985853, 0.37288720248361507, 0.0, 0.0, 0.0, 0.051052086926526387, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0093648208469055381, 0.0, 0.0, 0.010891693811074918, 0.35362377850162868, 0.4290513029315961, 0.0, 0.0, 0.17233306188925082, 0.024735342019543975, 0.072657743785850867, 0.0, 0.0, 0.0, 0.0, 0.36806883365200765, 0.0, 0.0, 0.38910133843212236, 0.17017208413001911]
['3901DA90ED0423800C06E279070AB5D4A63C974F027EE40F5044E2123BD3118A.apk.txt', 0.38942976356050069, 0.0, 0.0, 0.0, 0.43949930458970793, 0.12934631432545202, 0.0, 0.0, 0.0027816411682892906, 0.038942976356050069, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9880239520958084, 0.0, 0.0, 0.0, 0.0, 0.011976047904191617, 0.0, 0.0, 0.0, 0.0, 0.65782493368700268, 0.27497789566755082, 0.0, 0.0, 0.0, 0.067197170645446502, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.013821024710316907, 0.0, 0.0, 0.0046535436735073762, 0.27474521848387545, 0.13220717576434454, 0.0, 0.0, 0.51063334729396437, 0.063939690073991348, 0.0, 0.0, 0.0, 0.0, 0.043000914913083256, 0.33668801463860931, 0.0, 0.0, 0.50869167429094231, 0.11161939615736505]
['1D72F82226C524DE0482443A41699EE802429A4B2A066503C39CAAFFA95923F5.apk.txt', 0.3859156093730628, 0.0, 0.0, 0.0063644253419845439, 0.26561143943464066, 0.19312311443567384, 0.0, 0.0, 0.10121089391246849, 0.04777451750216969, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050000000000000003, 0.94999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9900249376558603, 0.0, 0.0, 0.0, 0.0, 0.0099750623441396506, 0.13477690590698851, 0.0, 0.0, 0.0046252617529972152, 0.23140115516487561, 0.35294659088294178, 0.0, 0.0, 0.14743309478334907, 0.12881699150884782, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039459600884808411, 0.0, 0.0, 0.0027352948172109505, 0.37444996789001739, 0.2026496681968461, 0.0, 0.0, 0.3330399828746759, 0.047665485336441264, 0.045722336065573771, 0.0, 0.0, 0.0, 0.035284323770491802, 0.2893399931693989, 0.0, 0.0, 0.5030310792349727, 0.12662226775956284]
['B39551FC238D4B085B15BFA0B322B5F083EB9520CB0E7DEDD41F1AB943DFFB88.apk.txt', 0.38595403439153442, 0.0, 0.0, 0.0063657407407407404, 0.26566633597883599, 0.1931630291005291, 0.0, 0.0, 0.10106646825396826, 0.047784391534391533, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050000000000000003, 0.94999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9900249376558603, 0.0, 0.0, 0.0, 0.0, 0.0099750623441396506, 0.1347862107055737, 0.0, 0.0, 0.0046255810742394255, 0.2314171307589635, 0.35297095779444931, 0.0, 0.0, 0.14737423482303125, 0.1288258848437428, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.039618892586120225, 0.0, 0.0, 0.0027529744093074474, 0.37682234936442199, 0.20379192301247218, 0.0, 0.0, 0.32904028918200751, 0.047973571445670646, 0.046588511647127913, 0.0, 0.0, 0.0, 0.035952758988189747, 0.29475607368901841, 0.0, 0.0, 0.49368162342040584, 0.12902103225525807]
['5921632D4EBFA8F6CDE3049706D349651F63AAC2A001B9EE3FDFBC1466DD0E97.apk.txt', 0.15090552040148375, 0.0, 0.0, 0.0, 0.20833515164739252, 0.028060222561640848, 0.0, 0.0, 0.55238926467379446, 0.060309840715688415, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.98663994655978626, 0.0, 0.0, 0.0, 0.0, 0.013360053440213761, 0.0, 0.0, 0.0, 0.0, 0.70728190338860852, 0.22422494592645997, 0.0, 0.0, 0.0, 0.068493150684931503, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.014527885515581115, 0.0, 0.0, 0.0013123578975524942, 0.20627424100575098, 0.023329878293433196, 0.0, 0.0, 0.68992410057509701, 0.064631536712585258, 0.33333333333333331, 0.0, 0.0, 0.0, 0.125, 0.3125, 0.0, 0.0, 0.14583333333333334, 0.083333333333333329]
['99B535D6CDACB2E780B9D5A017033F8053E58636876A9538E5CD140F626A7868.apk.txt', 0.27959470869687586, 0.0, 0.0, 0.0068111455108359137, 0.25561497326203209, 0.24159864902898959, 0.0, 0.0, 0.18570222347312132, 0.030678300028145228, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0090090090090090089, 0.99099099099099097, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.99252336448598133, 0.0, 0.0, 0.0, 0.0, 0.0074766355140186919, 0.09810908399847966, 0.0, 0.0, 0.0055112124667426833, 0.21137400228050171, 0.33749049790954011, 0.0, 0.0, 0.22275275560623337, 0.12476244773850247, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.053999703908409004, 0.0, 0.0, 0.0043550138176075802, 0.23449220292143702, 0.18770973154362416, 0.0, 0.0, 0.43314498618239244, 0.086298361626529804, 0.058447098976109217, 0.0, 0.0, 0.0, 0.062713310580204781, 0.35068259385665529, 0.0, 0.0, 0.41424914675767915, 0.11390784982935154]
['1F3DE3F6CA63A3AEA016F550BC08F80A6EE286F4B58F19A87A2F912DA4FCF035.apk.txt', 0.38691364163765957, 0.0, 0.0, 0.0063815680424332832, 0.26599535885960551, 0.19298027515332339, 0.0, 0.0, 0.099825957235206361, 0.047903199071771922, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.050000000000000003, 0.94999999999999996, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.9910714285714286, 0.0, 0.0, 0.0, 0.0, 0.0089285714285714281, 0.13757545862401052, 0.0, 0.0, 0.0047213022338101615, 0.223733352124586, 0.35550701148615321, 0.0, 0.0, 0.14805158198858431, 0.1304112935428558, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.040177699668033584, 0.0, 0.0, 0.0028070689318492482, 0.37997949619214999, 0.20340265573130248, 0.0, 0.0, 0.32593731693028705, 0.047695762546377661, 0.049399198931909215, 0.0, 0.0, 0.0, 0.037968753659850564, 0.28388728831424354, 0.0, 0.0, 0.49860632890637807, 0.13013843018761859]
['11A87F5CA49E9311309B6F273DD40609EAAAE3A960AF4FABE0C853A40C155A2E.apk.txt', 0.56031779218063982, 0.0, 0.0, 0.0017771273259460589, 0.23614886054777337, 0.10296884800334519, 0.0, 0.0, 0.014948776918252143, 0.083838595024043491, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.74035608308605338, 0.22700296735905046, 0.0, 0.0, 0.0, 0.032640949554896145, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.11304347826086956, 0.0, 0.0, 0.0, 0.47826086956521741, 0.31304347826086959, 0.0, 0.0, 0.086956521739130432, 0.0086956521739130436, 0.39662447257383965, 0.0, 0.0, 0.0, 0.10548523206751055, 0.21940928270042195, 0.0, 0.0, 0.071729957805907171, 0.20675105485232068]
