00001112E046D8BBF8B5529A9ECB39920F828209EF4ABFEB95AAB46D41F56A7D.apk	0.7611	0	0	0.2229	0.0159	0	0	0	0	0	0.0562	0.9438	0	0.0368	0.9632	0	0.0161	0.9839	0	0.0161	0.9839	1	0	0	0	1	0	0	0
0000143EF8D00E3A65C5C8C380221D00678FED906FDC2EBC483D1987457C7B2B.apk	0.9729	0.019	0	0.0071	0.0005	0	0.0006	0	0	0.0067	0.0604	0.9329	0.0036	0.0324	0.964	0.0001	0.0196	0.9803	0.0001	0.0196	0.9803	0.5	0	0.5	0	0.9763	0	0.0237	0
00001A21E96C4D131B5DC27897E89D23FC35D6D75A4CE1B15D6D30A4E4FC60F1.apk	0	0	0	0.5975	0.4025	0	0	0	0	0	0.4806	0.5194	0	0.615	0.385	0	0.4041	0.5959	0	0.4029	0.5971	1	0	0	0	1	0	0	0
0000205479C9BA53E1B209D5FC484A8B5D12235B83374E70F60C2F02919C5A6D.apk	0	0	0	1	0	0	0	0	0	0	0.4286	0.5714	0	0.5	0.5	0	0.0093	0.9907	0	0.0093	0.9907	0	0	0	1	0	0	0	1
000039BCA5C0F3722E746A44942308184552C046B6D24C2417DB78F3A9EA8C7D.apk	0.9888	0.001	0	0.0083	0.0016	0	0.0003	0	0	0.0023	0.0114	0.9863	0.0013	0.0208	0.9779	0	0.0027	0.9973	0	0.0027	0.9973	0.5	0	0.5	0	0.9206	0	0.0794	0
00003C7D8AFE1A74613E80A19920BCE74A61CE37DF9146FB062C8BE8FF90E71F.apk	0.3669	0.006	0	0.3413	0.2858	0	0	0	0	0	0.3217	0.6783	0	0.3382	0.6618	0	0.2919	0.7081	0	0.2919	0.7081	0	0	0	0	0	0	0	0
000040123DF387DFBBB46132E26CE74A75D3935E5A04656E48EBB882107E953F.apk	0.7677	0.068	0	0.0764	0.0605	0	0.0218	0.002	0.0037	0.0194	0.1161	0.8645	0.0179	0.1352	0.8469	0.0038	0.1305	0.8658	0.0038	0.1306	0.8656	0.6	0	0.4	0	0.8895	0	0.1105	0
00005E488E7136B04778F51A81233329D98F0DD2D11F22E317183CF8809372DF.apk	0	0	0	0.4631	0.5358	0	0.0009	0.0003	0	0.0016	0.7866	0.2118	0.0029	0.7946	0.2024	0	0.537	0.463	0	0.5597	0.4403	0.5	0	0.5	0	0.9811	0	0.0189	0
0000683F5A1F827C69113A8533ED153FE994462AE89FB4BC47A7AF6FF208D1B3.apk	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	0	0	1	0	0	0
00006A949178EABB448A95205C56CDE902A60050168877044489468200EBE748.apk	0.8027	0.0218	0	0.002	0.0032	0	0.1542	0.0006	0.0154	0.3481	0.0506	0.6013	0.2536	0.045	0.7014	0.0169	0.0258	0.9573	0.0169	0.0258	0.9573	1	0	0	0	1	0	0	0
0000BD639F0D52201A288D266226C14754C4B3000723E5F51C97D6CD5CDC5DD1.apk	0	0	0	0.1933	0.0149	0.0012	0.5779	0.0067	0.206	0.4565	0.0326	0.5109	0.4377	0.064	0.4983	0.2189	0.0238	0.7573	0.2188	0.0238	0.7575	0.6429	0	0.3571	0	0.9713	0	0.0287	0
0000F858D3C129F8A0980B566C9B94A84350450716F494578745B94E1D6233B0.apk	0.9994	0.0001	0	0	0	0	0.0005	0	0	0.0103	0.0103	0.9794	0.0052	0.0026	0.9923	0.0002	0.0002	0.9997	0.0002	0.0002	0.9997	0.6	0	0.4	0	0.9872	0	0.0128	0
000114BF92CECA5E6745CA3DEFC8A37006C0BCC1206AF689C7D382CB862DBBF3.apk	0.0099	0.002	0	0.5087	0.3261	0.0087	0.0591	0.0645	0.0208	0.1234	0.526	0.3506	0.165	0.4949	0.3401	0.0298	0.3929	0.5772	0.0298	0.3929	0.5772	1	0	0	0	1	0	0	0
000119F527F9CDB372ADE7906CF5032ADFC4E4228D19A792040F5B64298EA41B.apk	0.8202	0.0072	0	0.0802	0.0884	0.0001	0.001	0.0029	0.0001	0.0019	0.2312	0.7669	0.005	0.2076	0.7874	0.0002	0.1001	0.8997	0.0002	0.1002	0.8996	0.8	0	0.2	0	0.9933	0	0.0067	0
00011C10507671BC0E38A7161E6426717FED562E86DF54F35FCDFD6C5414B2B6.apk	0	0	0	0.0032	0.0013	0	0.336	0.0004	0.6591	0.4812	0.0301	0.4887	0.4959	0.0271	0.477	0.6589	0.0017	0.3393	0.6589	0.0017	0.3393	1	0	0	0	1	0	0	0
0001200F1441248B7B8A33D95D2772B0FFA06FB2381059DC1C9407FB121EDCE0.apk	0.9255	0.0036	0	0.0049	0.0037	0	0.0483	0.0003	0.0136	0.0779	0.0607	0.8614	0.0559	0.045	0.8991	0.014	0.008	0.978	0.014	0.008	0.978	1	0	0	0	1	0	0	0
00017AF619708872A64F45481CE86B80F421348EDC0DCB4604F9B1AF57697BEB.apk	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0	0	1
000199E21C24BCBDFD64E8CA8F4E5E728C6569F0C4A0C831B980621DA4386FCC.apk	0.8479	0.0051	0	0.0849	0.0588	0	0.0023	0.001	0	0.0063	0.225	0.7688	0.0048	0.1611	0.8341	0	0.0654	0.9345	0	0.0654	0.9345	0.125	0.125	0.375	0.375	0.4888	0.054	0.27	0.1872
00019CE4397B0F2272040B1F79263A0D0403F197994D1367A79F2DF438CC9E94.apk	0.9998	0.0001	0	0.0001	0	0	0	0	0	0.0044	0.0044	0.9912	0.0025	0.0037	0.9938	0	0.0001	0.9999	0	0.0001	0.9999	0.5714	0	0.4286	0	0.9603	0	0.0397	0
00019D870F0F42F0803214BE4BF290428CFD6C7290918E6CF8823F318D3BF620.apk	0.1263	0	0	0	0	0	0.6842	0	0.1895	0.0625	0	0.9375	0.2909	0	0.7091	0.1909	0	0.8091	0.2184	0	0.7816	0.6667	0	0.3333	0	0.9735	0	0.0265	0
0001AA91B5E9D795F1EC233AA92EEB4907953B4C293BC2154E47871F8C055671.apk	0.82	0.0061	0	0.1037	0.0681	0	0	0.002	0	0.0064	0.2308	0.7628	0.0045	0.1467	0.8488	0	0.0766	0.9234	0	0.0766	0.9234	0.25	0.25	0	0.5	0.6809	0.1062	0	0.2129
0001C1F2A6FEF2F8C9CF7EE4C2F12030745F1F08D473D186A65CB4475957A3E4.apk	0.9948	0.0009	0	0.0036	0.0003	0	0.0004	0	0	0.0099	0.0099	0.9802	0.0045	0.0067	0.9888	0.0001	0.0014	0.9985	0.0001	0.0014	0.9985	0.5	0	0.5	0	0.9737	0	0.0263	0
0001E84D38796741139F8AE29974D11A73CD3F6E179CF5B2E09C8927AC92AD72.apk	0.3286	0	0	0.5232	0.1469	0	0.0007	0.0006	0	0.004	0.087	0.9091	0.0062	0.0747	0.9191	0	0.1471	0.8528	0	0.1472	0.8528	1	0	0	0	1	0	0	0
0001FE4D942805A647626CDC4AC4C6EBC0562D30CD4B509D3581DCCDC6BCBA7F.apk	0.7787	0.0021	0	0.1478	0.0714	0	0	0	0	0	0.2017	0.7983	0	0.2155	0.7845	0	0.0746	0.9254	0	0.0747	0.9253	0.7	0	0	0.3	0.9988	0	0	0.0012
0002133ABD9A55DD2E26D5CF04CBB9EC54481FB6D84A2DC099756063E9FAB785.apk	0.9995	0	0	0	0	0	0.0005	0	0	0.0102	0	0.9898	0.005	0	0.995	0.0002	0	0.9998	0.0002	0	0.9998	0.6	0	0.4	0	0.9695	0	0.0305	0
