a.a	2012-06-24	0.0968	0.0887	0.0056	0.0071	0.4167	0.9091	0.3064	0.3408	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.9091	0.9649	0.9	0.9	0	0	0	0	0.0909	0.0351	0.1	0.1	0	0	0	0	0	0	0	0	0	0	0	0	0.0323	0.0161	0.0003	0.0003	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aahbca.oohein.iiwea	2012-09-18	0.125	0.0455	0.0849	0.0092	0.2727	0.5	0.0477	0.349	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.75	0.7373	0.5	0.2584	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.2627	0.5	0.7416	0	0	0	0	0.0682	0.0455	0.0027	0.0026	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.75	0.9861	0	0	0	0	0	0	0.25	0.0139
ad.notify1	2012-02-14	0.0936	0.0643	0.0226	0.007	0.375	0.4545	0.0134	0.042	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8182	0.9737	0.6	0.4884	0	0	0	0	0	0	0	0	0	0	0	0	0.0909	0.0117	0.2	0.186	0.0909	0.0146	0.2	0.3256	0.0234	0.0234	0.0003	0.0003	0.5	0.6364	0.5	0.3636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.3409	0	0	0.75	0.6591	0	0	0	0
ad.notify	2012-09-15	0.0791	0.0719	0.0026	0.0045	0.6364	0.6	0.117	0.0726	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8	0.9368	0.6667	0.5185	0	0	0	0	0	0	0	0	0	0	0	0	0.1	0.0457	0.1667	0.2593	0.1	0.0175	0.1667	0.2222	0.0288	0.0288	0.0002	0.0002	0.5	0.6585	0.5	0.3415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.25	0.3171	0	0	0.75	0.6829	0	0	0	0
alei.switchpro	2012-09-24	0.2149	0.0351	0.2473	0.0134	0.3878	0.875	0.103	0.4145	0	0	0	0	0.0612	0.0017	0.0526	0.0027	0	0	0	0	0.9184	0.9916	0.9474	0.9973	0.0204	0.0068	0	0	0.875	0.9793	1	1	0	0	0	0	0	0	0	0	0.125	0.0207	0	0	0	0	0	0	0	0	0	0	0.0263	0.0307	0.0028	0.0037	0.6667	0.95	0.1667	0.025	0.1667	0.025	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2857	0.7547	0	0	0.1429	0.1698	0.5714	0.0755	0	0
allstoresreg.iconosys.eng	2012-09-11	0.1156	0.0723	0.0731	0.1764	0.475	0.92	0.0708	0.0593	0.05	0.0058	0	0	0.075	0.0939	0.1579	0.3061	0	0	0	0	0.875	0.9003	0.8421	0.6939	0	0	0	0	0.92	0.9772	0.913	0.8182	0	0	0	0	0.08	0.0228	0.087	0.1818	0	0	0	0	0	0	0	0	0	0	0	0	0.0636	0.0405	0.0108	0.0153	0.9091	0.9706	0.0909	0.0294	0	0	0	0	0	0	0	0	0.5714	0.931	0	0	0	0	0	0	0	0	0	0	0.4286	0.069	0	0	0	0
amazon.hanginwzombies.photo.iconosys.eng	2012-09-13	0.1829	0.1341	0.1991	0.0632	0.7333	0.9091	0.4888	0.6353	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.9091	0.8	0.9	0.7037	0	0	0	0	0	0	0	0	0	0	0	0	0.0909	0.2	0.1	0.2963	0	0	0	0	0.0976	0.0366	0.0431	0.0386	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
and.com.dsic	2012-09-11	0.1569	0.2941	0.1507	0.5632	0.625	0.9667	0.1271	0.0703	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8667	0.1814	0.8966	0.8387	0	0	0	0	0.1	0.0317	0.1034	0.1613	0	0	0	0	0	0	0	0	0.0333	0.7868	0	0	0.0882	0.049	0.0204	0.4572	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
androidbuzzer.iconosys.eng	2012-05-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
android.cxjf.bootstartsetting	2012-03-26	0.1707	0.0585	0.1906	0.085	0.3429	0.9167	0.1538	0.8998	0	0	0	0	0.0571	0.0425	0.1667	0.1818	0	0	0	0	0.9429	0.9575	0.8333	0.8182	0	0	0	0	0.75	0.9197	0.8182	0.9645	0	0	0	0	0	0	0	0	0.0833	0.0018	0	0	0	0	0	0	0.1667	0.0785	0.1818	0.0355	0.0195	0.0049	0.0035	0.0007	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
android.dds.com	2012-03-27	0.1023	0.0682	0.3657	0.0064	0.4815	0.3889	0.0037	0.0779	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.7778	0.9201	0.5714	0.0422	0	0	0	0	0.0556	0.0711	0.1429	0.8604	0	0	0	0	0	0	0	0	0.1667	0.0089	0.2857	0.0974	0.0606	0.0455	0	0	0.625	0.6429	0.1875	0.2143	0	0	0	0	0.1875	0.1429	0	0	0.5833	0.7917	0	0	0	0	0	0	0	0	0.1667	0.0833	0.25	0.125	0	0	0	0
android.fldnh.com	2012-06-24	0.0839	0.0629	0.3729	0.0081	0.5417	0.4444	0.0019	0.0532	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.7778	0.9472	0.625	0.292	0	0	0	0	0.0556	0.024	0.125	0.32	0	0	0	0	0	0	0	0	0.1667	0.0287	0.25	0.388	0.0594	0.0455	0.0001	0.0001	0.6471	0.625	0.1765	0.2292	0	0	0	0	0.1765	0.1458	0	0	0.6154	0.8889	0	0	0	0	0	0	0	0	0.1538	0.0444	0.2308	0.0667	0	0	0	0
android.phone.com	2012-08-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
androidtop.specialforces	2012-08-22	0.1461	0.1461	0.1497	0.0933	0.4615	0.8462	0.1714	0.4944	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.9231	0.9306	1	1	0	0	0	0	0.0769	0.0694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0899	0.0449	0.0201	0.0259	0.75	0.9871	0.25	0.0129	0	0	0	0	0	0	0	0	0.75	0.75	0	0	0	0	0	0	0	0	0	0	0.25	0.25	0	0	0	0
anniversary.timer.iconosys	2012-05-19	0.2	0.07	0.1882	0.0881	0.7	1	0.0023	0.9996	0	0	0	0	0.15	0.0134	0.2143	0.5955	0	0	0	0	0.85	0.9866	0.7857	0.4045	0	0	0	0	0.7143	0.9998	0.7143	0.9999	0	0	0	0	0	0	0	0	0	0	0	0	0.1429	0.0001	0.1429	0.0001	0.1429	0.0001	0.1429	0.0001	0.06	0.03	0.0002	0.0002	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
antimosquito.chelle	2012-09-22	0.3448	0.0345	0.3945	0.0788	0.3	1	0.2657	0.6654	0	0	0	0	0	0	0	0	0.1	0.0668	0	0	0.9	0.9332	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0.069	0.0345	0.0265	0.0264	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
app.apk	2012-09-04	0.1857	0.0571	0.0418	0.0377	0.6923	1	0.3782	0.0862	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.5	0.2529	0.5	0.6	0	0	0	0	0.25	0.7126	0.25	0.0667	0	0	0	0	0.25	0.0345	0.25	0.3333	0	0	0	0	0.0286	0.0143	0.005	0.0048	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AppleGold.com	2012-09-11	0.0589	0.0174	0.0703	0.0002	0.1852	0.75	0.0013	0.6291	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.6875	0.5587	0.9167	0.5149	0	0	0	0	0.25	0.1268	0	0	0	0	0	0	0	0	0	0	0.0625	0.3146	0.0833	0.4851	0.0131	0.0076	0	0	0.8333	0.9464	0.1667	0.0536	0	0	0	0	0	0	0	0	0	0	0	0	0.2857	0.0588	0	0	0	0	0	0	0.7143	0.9412	0	0	0	0
