0034EED5F766C2DDD67F9CDC673435DC4C9B1BD18800DEF4E772CDD31B453186.apk	0.1545	0.0244	0.1744	0.0362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0081	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
00654E46C4256A6626C6A7EAB9EE03482C4E73E47DBD962E581FFB9E5D5548E3.apk	0.1176	0.0588	0.1333	0.0666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
00DD8FB0E7A6DD60759C29D9851807527FF54D7E639C08719E0F8620D3FC47F2.apk	0.2	0.0588	0.1833	0.1239	0.1176	0.4	0.05	0.074	0	0	0	0	0.1176	0.0174	0	0	0	0	0	0	0.8824	0.9826	1	1	0	0	0	0	0.6	0.8457	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.4	0.1543	1	1	0.0588	0.0118	0.0247	0.0231	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
0196E6B67D0EFA40752D085247B20633CCEF536BD9F14F1CF800C66D475D59B2.apk	0.1222	0.0395	0.2194	0.0491	0.3838	0.6875	0.053	0.1047	0	0	0	0	0.0505	0.0087	0.1053	0.1187	0.0101	0.0017	0.0263	0.0148	0.9293	0.9879	0.8684	0.8665	0.0101	0.0017	0	0	0.7812	0.4519	0.8182	0.8121	0	0	0	0	0.0938	0.1827	0.1364	0.0604	0	0	0	0	0	0	0	0	0.125	0.3654	0.0455	0.1275	0.0469	0.037	0.0076	0.0277	0.6842	0.7489	0.0789	0.0137	0.0789	0.0365	0	0	0.1579	0.2009	0	0	0.0333	0.0486	0	0	0	0	0	0	0.3	0.0212	0	0	0.6667	0.9303	0	0	0	0
024271CA9A19C85F297E82962F178B2C614BFFBF3B56CAB90C1BB55065D5D899.apk	0.1137	0.0292	0.1944	0.0067	0.2564	0.8	0.0194	0.4849	0	0	0	0	0	0	0	0	0.0513	0.0075	0	0	0.9231	0.9894	1	1	0.0256	0.0031	0	0	0.8	0.8677	0.75	0.756	0	0	0	0	0.1	0.0302	0.125	0.0383	0	0	0	0	0	0	0	0	0.1	0.1021	0.125	0.2057	0.035	0.0058	0.0031	0.003	0.4167	0.4335	0.1667	0.0099	0	0	0	0	0.4167	0.5567	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
03B1486DE6B48F063DCC455F2529257B9B4ED4C910ECC36D750545E4E08EBE8A.apk	0.2078	0.0909	0.1922	0.1086	0.5	1	0.1162	0.2049	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.7143	0.181	0.7143	0.8732	0	0	0	0	0.1429	0.7931	0.1429	0.002	0.1429	0.026	0.1429	0.1247	0	0	0	0	0	0	0	0	0.039	0.013	0.0112	0.0111	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0
052F90B8829BDC0BF6B55DCF116DD69ECFBF4B180D052026AA67B296B6997BD0.apk	0.122	0.0244	0.2778	0.0176	0.8	1	0.245	0.9608	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2439	0.1951	0.0708	0.0701	0.6	0.4927	0.2	0.2537	0	0	0	0	0.2	0.2537	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0
053BCD4648BE4E25E283A67BA1FA75414248C52139FFF81E238636222900AD55.apk	0.1955	0.0376	0.1639	0.0938	0.1538	0.6	0.5342	0.9334	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	0	0	0	0	0.8	0.9996	1	1	0.2	0.0004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0451	0.0376	0.0001	0.0938	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.2	0	0	0	0.6	0.0012	0	0	0.2	0.9988	0	0	0	0
05BEDECCA9BB59130A9ED049C7A7543B28BDF37A42C00F713C20EE11BE6AB6A5.apk	0.1344	0.0406	0.2505	0.0233	0.2282	0.3111	0.0296	0.1429	0.0134	0.0124	0	0	0	0	0	0	0	0	0	0	0.9866	0.9876	1	1	0	0	0	0	0.8	0.6546	0.9286	0.8925	0.0222	0.0223	0	0	0.0444	0.0305	0.0714	0.1075	0	0	0	0	0.0889	0.0342	0	0	0.0444	0.2585	0	0	0.0298	0.0469	0.0051	0.0512	0.8485	0.9274	0.0606	0.0692	0	0	0.0909	0.0034	0	0	0	0	0.2115	0.1272	0	0	0	0	0	0	0.3462	0.6917	0	0	0.2885	0.0871	0	0	0.1538	0.094
0624775D59B6F7F435B3AF1EFFE47E17DEA09770EBE06D77D180A46779919DA0.apk	0.1167	0.0389	0.1687	0.014	0.2353	0.7059	0.0603	0.4937	0	0	0	0	0	0	0	0	0.0392	0.0205	0	0	0.9412	0.9732	1	1	0.0196	0.0063	0	0	0.9412	0.9027	0.9167	0.8043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0588	0.0973	0.0833	0.1957	0.0275	0.0069	0.0027	0.0026	0.25	0.3288	0.25	0.6438	0.1667	0.0068	0.0833	0.0034	0.25	0.0171	0	0	0.6667	0.6678	0	0	0	0	0	0	0	0	0	0	0.3333	0.3322	0	0	0	0
