app.BatteryMonitor2_0	2011-11-21	0	0	0	0.004	0.0013	0	0.9254	0.0104	0.0589	0.1698	0.0377	0.7925	0.2759	0.0621	0.6621	0.0616	0.0124	0.926	0.0616	0.0124	0.926	0.3333	0.3333	0.3333	0	0.7688	0.1508	0.0804	0
biz.neoline.app_core.ui.android.margarita	2011-12-29	0	0	0	0.4486	0.5514	0	0	0	0	0	0.6412	0.3588	0	0.6818	0.3182	0	0.5515	0.4485	0	0.5512	0.4488	1	0	0	0	1	0	0	0
ca.rivalstudios.runboyrun	2011-10-01	0	0	0	0	0	0	0.2905	0	0.7095	0.3191	0	0.6809	0.437	0	0.563	0.7092	0	0.2908	0.7092	0	0.2908	1	0	0	0	1	0	0	0
cmp.netsentry	2011-10-24	0	0	0	0	0	0	0.8751	0	0.1249	0.37	0	0.63	0.3668	0	0.6332	0.1261	0	0.8739	0.1261	0	0.8739	0.3846	0.2308	0.2308	0.1538	0.5169	0.1446	0.1356	0.2029
cn.com.opda.android.cleanup1	2011-10-19	0.1555	0	0	0.6937	0.0121	0.0005	0.1214	0.0021	0.0146	0.1275	0.0686	0.8039	0.1053	0.1404	0.7544	0.0159	0.0153	0.9688	0.0159	0.0153	0.9688	0.6	0.4	0	0	0.8097	0.1903	0	0
cn.yufu16.merry	2011-10-23	0.0095	0	0	0.0394	0	0	0.7871	0.0328	0.1312	0.0588	0.0588	0.8824	0.1058	0.0288	0.8654	0.1311	0.0328	0.8361	0.1311	0.0328	0.8361	0.2857	0.2857	0.4286	0	0.9663	0.0075	0.0262	0
com.alan.message	2011-12-17	0.1035	0	0	0.6902	0.0855	0.004	0.0918	0.0105	0.0146	0.1573	0.1573	0.6854	0.127	0.2582	0.6148	0.0229	0.1025	0.8746	0.0229	0.1025	0.8746	0.5556	0.2222	0.2222	0	0.7337	0.2111	0.0553	0
com.alan.siwameinv1	2011-11-07	0.0833	0	0	0.6574	0.1079	0.0048	0.1167	0.0182	0.0116	0.0602	0.1687	0.7711	0.0543	0.2851	0.6606	0.0176	0.1309	0.8515	0.0176	0.1309	0.8515	0.4286	0.2857	0.2857	0	0.668	0.2635	0.0685	0
com.alan.siwameinv2	2011-10-13	0.0059	0	0	0.6478	0.3341	0	0.0106	0.0004	0.0013	0.0532	0.3085	0.6383	0.0358	0.4537	0.5104	0.0015	0.335	0.6636	0.0015	0.335	0.6636	0.3333	0.3333	0.3333	0	0.6311	0.2947	0.0742	0
com.allen.mp	2011-08-15	0.1325	0	0	0	0	0	0.7867	0	0.0807	0.2222	0	0.7778	0.2269	0	0.7731	0.0856	0	0.9144	0.0857	0	0.9143	0.375	0.25	0.375	0	0.9185	0.0556	0.0258	0
com.allen.txtbjyh	2011-10-27	0.0063	0	0	0.5294	0.3913	0.0003	0.0701	0.0003	0.0024	0.06	0.22	0.72	0.1217	0.3086	0.5697	0.0032	0.3911	0.6056	0.0032	0.3911	0.6056	0.5	0.25	0.25	0	0.9092	0.0721	0.0187	0
com.allen.txthej	2011-07-04	0	0	0	0.5323	0.3829	0.0002	0.0802	0.0006	0.0038	0.06	0.25	0.69	0.1217	0.3264	0.5519	0.0048	0.3831	0.6121	0.0048	0.3831	0.6121	0.5	0.25	0.25	0	0.893	0.0849	0.0221	0
com.allen.txtjjsz	2011-11-08	0	0	0	0.5586	0.3798	0.0003	0.0589	0.0004	0.0021	0.0515	0.2577	0.6907	0.1131	0.3364	0.5505	0.003	0.3799	0.6171	0.003	0.3799	0.6171	0.5	0.25	0.25	0	0.8826	0.0932	0.0242	0
com.andhuhu.fengyinchuanshuo	2011-08-08	0.0091	0	0	0.0963	0.0136	0.0001	0.6378	0.0005	0.2426	0.3475	0.0932	0.5593	0.3732	0.139	0.4878	0.2435	0.0149	0.7416	0.2435	0.0149	0.7416	0.5	0.25	0.25	0	0.8307	0.1474	0.0219	0
com.andiord	2011-06-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.android	2011-08-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.android.installer.full	2011-10-26	0	0	0	0	0	0	0.9426	0	0.0574	0.24	0	0.76	0.2787	0	0.7213	0.0578	0	0.9422	0.0578	0	0.9422	0.5	0	0.5	0	0.9884	0	0.0116	0
com.android.JawbreakerSuper.Game	2011-11-07	0.2145	0	0	0	0	0	0.7655	0	0.0201	0.2791	0	0.7209	0.349	0	0.651	0.0204	0	0.9796	0.0204	0	0.9796	1	0	0	0	1	0	0	0
com.android.providers.downloadsmanager	2011-03-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
com.androscan.app	2011-11-11	0	0	0	0	0	0	0.9846	0	0.0154	0.3861	0	0.6139	0.4025	0	0.5975	0.0157	0	0.9843	0.0157	0	0.9843	0.9091	0.0909	0	0	0.9158	0.0842	0	0
com.apk.op	2011-01-24	0.0146	0	0	0.1556	0.0386	0	0.6728	0	0.1185	0.0833	0.0625	0.8542	0.137	0.1678	0.6952	0.1187	0.0406	0.8407	0.1189	0.0406	0.8405	0.375	0.25	0.375	0	0.9917	0.002	0.0063	0
